,alt,az,airmass,moonRA,moonDec,moonSep,fieldID,objType,magnitude,mjdExpStart,risen,scheduled,observable
17,39.61741458474817,253.57040052651678,1.5682384011276376,291.7109149182046,-26.081242456423507,44.04141721197265,57,sdss field,-999.0,59418.328385,True,False,False
18,35.95015929056888,256.7673840915019,1.7033416604164184,291.84576518116444,-26.054705336472065,44.09912673877474,57,sdss field,-999.0,59418.340885,True,False,False
19,32.23607267186627,259.734375320541,1.874734294311129,291.9829568013039,-26.026013495593244,44.15690424504188,57,sdss field,-999.0,59418.353385,True,False,False
20,28.48794227867216,262.52118334585174,2.096551191776552,292.12285217131006,-25.995254692022673,44.21505544963018,57,sdss field,-999.0,59418.365885,True,False,False
21,24.716316320332698,265.1688940507714,2.3916248593011997,292.26579506083243,-25.962527602498053,44.27388670749041,57,sdss field,-999.0,59418.378385,True,False,False
22,20.930155985595764,267.71198945058615,2.7993197756065182,292.41210848308987,-25.927941021391145,44.333702948276,57,sdss field,-999.0,59418.390885,True,False,False
23,17.13732484282621,270.18001333394,3.3937084711179435,292.562092756662,-25.891612991560635,44.39480563489043,57,sdss field,-999.0,59418.403385,True,False,False
24,13.34496644656736,272.5988830841804,4.3325035429963865,292.7160237575994,-25.85366988011746,44.45749074825238,57,sdss field,-999.0,59418.415885,True,False,False
25,9.5598066744691,274.9919348155129,6.021302510867856,292.8741513944484,-25.81424540824429,44.522046824291685,57,sdss field,-999.0,59418.428385,True,False,False
26,5.788407278260821,277.3807720211431,9.915224852858625,293.03669830191393,-25.773479647571214,44.588753051852834,57,sdss field,-999.0,59418.440885,True,False,False
